exercise_ssn,submission_id
00001-20601,140006945
00001-20601,140006951
00001-20602,140962832
00001-20602,140962855
00001-20602,140962871
00001-20602,140962922
00001-20602,140962935
00001-20602,140962943
00001-20602,140962951
00001-20602,140962955
00001-20603,140963099
00001-20604,139965588
00001-20604,139965596
00001-20605,139965662
00001-20605,140880636
00001-20605,140963273
00001-20605,140963277
00001-20605,140963279
00001-20605,140963283
00001-20605,140966087
00001-20605,140967655
00001-20606,138965322
00001-20606,138965325
00001-20606,139140381
00001-20608,139965648
00001-20609,140003001
00001-20609,140003002
00001-20610,140001679
00001-20611,140001686
00001-20612,140003047
00001-20612,140003049
00001-20613,140003051
00001-20614,140006534
00001-20615,140005974
00001-20616,140005990
00001-20617,140006549
00001-20617,140006552
00001-20617,140006554
00001-20618,140006010
00001-20618,140006011
00001-20618,140006013
00001-20619,140006032
00001-20620,140006569
00001-20621,140006643
00001-20622,140006691
00001-20622,140006713
00001-20624,140001751
00001-20624,140001762
00001-20625,140001746
00001-20643,139965484
00001-20644,139965503
00001-20645,139965505
00001-20646,139965577
00001-20647,139965583
00001-20648,139965533
00001-20648,139965534
00001-20649,139965539
00001-20651,139952963
00001-20652,140449083
00001-20652,140449085
00001-20652,140449086
00001-20652,140449088
00001-20652,140449090
00001-20652,140449092
00001-20654,139965368
00001-20655,139965545
00001-20655,139965548
00001-20655,139965549
00001-20655,139965553
00001-20656,139965558
00001-20660,139965568
00001-20661,139965572
00001-20665,140001593
00001-20665,140001603
00001-20666,140001617
00001-20667,140001655
00001-20668,138891197
00001-20668,138891210
00001-20668,139136776
00001-20668,139136794
00001-20668,139136831
00001-20668,139136883
00001-20669,138891217
00001-20669,138891234
00001-20669,139136928
00001-20670,138891247
00001-20670,139136964
00001-20671,138891254
00001-20671,139136996
00001-20671,139137002
00001-20673,140003095
00001-20673,140003107
00001-20717,140968370
00001-20718,140968383
00001-20718,140968385
00001-20718,140968386
00001-20718,140968389
00001-20756,140003083
00001-20757,138891260
00001-20757,138891261
00001-20757,139137021
00001-20758,138965546
00001-20758,139140405
00001-20768,140002676
00001-20769,138891268
00001-20769,139137065
00001-20769,139137079
00001-20807,139117005
00001-20807,139117018
00001-20807,140864590
00001-20808,139117040
00001-20808,139117044
00001-20808,140864597
00001-20809,139117054
00001-20809,139117066
00001-20809,140864598
00001-20810,140449044
00001-20812,139134439
00001-20812,140864702
00001-20813,139134447
00001-20813,140864721
00001-20814,139134630
00001-20814,140864904
00001-20815,139134668
00001-20815,140864933
00001-20816,139134542
00001-20816,139134547
00001-20816,139134553
00001-20816,140864881
00001-20817,139134560
00001-20817,140864888
00001-20820,139136282
00001-20821,139136293
00001-20822,140449042
00001-20822,140449043
00001-20828,140449048
00001-20840,140967682
00001-20843,140967683
00001-20843,140967684
00001-20847,139136368
00001-20848,139136346
00001-20871,140449191
00001-20871,140449193
00001-20871,140449195
00001-20871,140881380
00001-20872,140449046
00001-20873,140449054
00001-20874,140449177
00001-20874,140449178
00001-20875,140881390
00001-20875,140881393
00001-20875,140881402
00001-20875,140881406
00001-20875,140881407
00001-20875,140881409
00001-20876,140449148
00001-20876,140449164
00001-20877,140449150
00001-20877,140449165
00001-20878,140449152
00001-20878,140449167
00001-20879,140449155
00001-20879,140449158
00001-20879,140449160
00001-20879,140449161
00001-20879,140449168
00001-20880,140449183
00001-20880,140449184
00001-20880,140449185
00001-20881,140449182
00001-20889,139965654
00001-20890,140448983
00001-20890,140448984
00001-20890,140448985
00001-20890,140448987
00001-20891,140448988
00001-20892,140448990
00001-20893,140448993
00001-20893,140449001
00001-20894,140449002
00001-20894,140449003
00001-20895,140449013
00001-20895,140449014
00001-20896,140449016
00001-20896,140449017
00001-20897,140449021
00001-20897,140449022
00001-20898,140449027
00001-20898,140449028
00001-20899,140449032
00001-20901,140449035
00001-20901,140449036
00001-20920,140449037
00001-20920,140449039
00001-20921,140003061
00001-20922,140002995
00001-20922,140002996
00001-20922,140002998
00001-20923,140002863
00001-20923,140002872
00001-20923,140002894
00001-20924,140002937
00001-20924,140002976
00001-20924,140002985
00001-20927,140006418
00001-20928,140006599
00001-20928,140006601
00001-20929,140006768
00001-20929,140006771
00001-20929,140006797
00001-20929,140006834
00001-20929,140006854
00001-20929,140959820
00001-20929,140959823
00001-20929,140959825
00001-20929,140959826
00001-20929,140959827
00001-20930,140959833
00001-20930,140959834
00001-20930,140959835
00001-20931,140961937
00001-20931,140961944
00001-20931,140961953
00001-20931,140961957
00001-20931,140962652
00001-20931,140962658
00001-20931,140962686
00001-20931,140962687
00001-20932,140006499
00001-20938,140006109
00001-20939,140006172
00001-20939,140006179
00001-20939,140006233
00001-20939,140006237
00001-20939,140006365
00001-20939,140006383
00001-20939,140006394
00001-20941,140003159
00001-20941,140003174
00001-20942,140003205
00001-20942,140003209
00001-20943,140006446
00001-20943,140006461
00001-20944,140003118
00001-20945,140006520
00001-20946,140003132
00001-20950,139134641
00001-20950,140864911
00001-20952,140449053
00001-20963,139136306
00001-20963,139136319
00001-20965,140020831
00001-20965,140020833
00001-20967,138965345
00001-20967,138965351
00001-20968,138965396
00001-20968,139140385
00001-20969,138965086
00001-20969,138965113
00001-20969,139138169
00001-20969,140874758
00001-20970,138965367
00001-20970,138965373
00001-20970,139140382
00001-20970,139140383
00001-20971,138965136
00001-20971,139138225
00001-20971,140874767
00001-20972,138965164
00001-20972,139138259
00001-20973,139116960
00001-20973,139116969
00001-20973,140864558
00001-20974,139134678
00001-20974,139134691
00001-20974,140864942
00001-20975,139134432
00001-20975,140864687
00001-20975,140864690
00001-20977,139134823
00001-20977,139134860
00001-20977,140865024
00001-20977,140865047
00001-20978,139135178
00001-20978,139135183
00001-20978,139135196
00001-20978,139135232
00001-20978,139135294
00001-20978,139135315
00001-20978,140865277
00001-20979,139135005
00001-20979,139135140
00001-20979,139135147
00001-20979,140865155
00001-20980,139135351
00001-20980,140865307
00001-20981,138965575
00001-20981,139140413
00001-20981,139140414
00001-20982,139135812
00001-20982,140865626
00001-20983,138965587
00001-20983,139140418
00001-20983,139140421
00001-20984,138965598
00001-20984,138965600
00001-20985,138965608
00001-20985,138965620
00001-20985,138965628
00001-20986,138965642
00001-20986,138965650
00001-20987,138965557
00001-20987,139140406
00001-20987,139140407
00001-20987,139140408
00001-20988,138965663
00001-20988,139140437
00001-20988,139140438
00001-20990,138965666
00001-20990,139140441
00001-20991,138965678
00001-20991,139140447
00001-20991,139140455
00001-20991,139140458
00001-20991,139140459
00001-20992,138965685
00001-21010,139020670
00001-21010,139020718
00001-21010,139020721
00001-21010,139140489
00001-21011,139020801
00001-21011,139020848
00001-21012,139020860
00001-21013,139020906
00001-21013,139020969
00001-21014,139952776
00001-21015,139965519
00001-21015,139965523
00001-21016,139965528
00001-21016,139965530
00001-21134,139965457
00001-21134,139965465
00001-21136,139965467
00001-21140,139965468
00001-21142,139965472
00001-21144,139965475
00001-21146,139965476
00001-21148,139965478
00001-21148,139965479
00001-21150,139021026
00001-21150,139021036
00001-21152,139021078
00001-21153,139020985
00001-21154,139952844
00001-21191,140881982
00001-21191,140881986
00001-21208,140882007
00001-21208,140882008
00001-21209,140882014
00001-21209,140882018
00001-60053,139118036
00001-60053,140864639
00001-60055,138859670
00001-60094,139116993
00001-60094,140864567
00001-60098,139136454
00001-60102,139117620
00001-60102,140864284
00001-60102,140864289
00001-60102,140864614
00001-60106,139136406
00001-60108,139136386
00001-60108,139136389
00001-60108,139136392
00001-60108,139136397
00001-60108,139136398
00001-60108,140865948
00001-60108,140865951
00001-60108,140865953
00001-60108,140865954
00001-60108,140865955
00001-60110,139136447
00001-60114,140449060
00001-60122,139134517
00001-60122,140864790
00001-60125,138891281
00001-60126,138891292
00001-60126,138891297
00001-60126,138891308
00001-60127,139134502
00001-60127,139134512
00001-60127,140864775
00001-60127,140864780
00001-60136,139118914
00001-60137,139121322
00001-60138,139121327
00001-60138,139121328
00001-60154,140449055
00001-60159,139021124
00001-60163,139116983
00001-60163,140864564
00001-60166,140864669
00001-60167,140864673
00001-60169,138891182
00001-60169,138891184
00001-60169,140873844
00001-60170,138891168
00001-60171,139121311
00001-60172,139121362
00001-60172,139121374
00001-60172,139121394
00001-60172,139121408
00001-60172,139121475
00001-60173,139121342
00001-60174,139121350
00001-60174,139121352
00001-60175,139121517
00001-60176,138859543
00001-60177,138859567
00001-60177,138859662
00001-60177,138859666
00001-60179,138891180
00001-60180,139134486
00001-60180,140864769
00001-60181,139117674
00001-60181,140864299
00001-60181,140864300
00001-60183,138891185
00001-85016,139136462
00001-85016,139136467
317682-00024,139140492
317682-00024,139140493
317682-00024,139140494
317682-00358,139140491
317682-00361,139140496
317682-00361,139140497
317682-00362,139140498
317682-00363,139140501
317682-00363,139140505
317682-00473,140875200
317682-00473,140875218
317682-00473,140875229
317682-00474,140875573
317682-00474,140875578
317682-00474,140875601
317682-00475,140875936
317682-00597,137633340
317682-00598,137650177
317682-00599,137634646
317682-00600,137650178
317682-00601,137650251
317682-00602,137650284
317682-00603,137650287
317682-00605,137650331
317682-00606,137650358
00001-20503,138674171
00001-20504,138677947
00001-20504,138678001
00001-20505,138678276
00001-20506,138678627
00001-20507,138705543
00001-20508,138710819
00001-20509,138711104
00001-20509,139131719
00001-20510,138710549
00001-20511,138710558
00001-20512,138703479
00001-20513,138710594
00001-20514,138710744
00001-20515,138679093
00001-20519,138940074
00001-20522,138940219
00001-20523,138940278
00001-20524,138684445
00001-20525,138885101
00001-20527,138684483
00001-20528,138703579
00001-20529,138709745
00001-20530,138709770
00001-20531,138709779
00001-20532,138709804
00001-20533,138709853
00001-20534,138709984
00001-20535,138951919
00001-20536,138950430
00001-20537,138950450
00001-20538,138940086
00001-20539,138940091
00001-20540,138940112
00001-20541,138885244
00001-20542,138710505
00001-20543,138710536
00001-20544,138711120
00001-20545,138711178
00001-20546,138711229
00001-20547,138711628
00001-20548,138711665
00001-20549,139649282
00001-20550,139649294
00001-20551,139675841
00001-20552,139671097
00001-20553,139671109
00001-20554,140343957
00001-20555,139671113
00001-20556,139671124
00001-20557,139671148
00001-20558,139671156
00001-20559,139671171
00001-20560,139671181
00001-20561,139672624
00001-20562,139672100
00001-20563,139676242
00001-20564,139676311
00001-20565,139676449
00001-20566,140343886
00001-20567,140343892
00001-20568,140343900
00001-20571,140343926
00001-20572,138949869
00001-20573,139853125
00001-20574,139853140
00001-20575,139853142
00001-20576,139853173
00001-20590,140440541
00001-20591,138685019
00001-20592,138857825
00001-20593,138857891
00001-20594,138712823
00001-20595,138712840
00001-20596,138864538
00001-20597,138864545
00001-20598,139681630
00001-20599,139681708
00001-20600,139681751
00001-20601,139681646
00001-20602,139681864
00001-20602,139681867
00001-20603,139681885
00001-20604,139954146
00001-20605,139954424
00001-20606,138939866
00001-20608,139671079
00001-20609,139676152
00001-20610,139672643
00001-20611,139672693
00001-20612,139676548
00001-20613,139676612
00001-20613,139960716
00001-20614,139681286
00001-20615,139680829
00001-20616,139680862
00001-20617,139681303
00001-20618,139680892
00001-20619,139680942
00001-20620,139681345
00001-20621,139681442
00001-20622,139681481
00001-20623,139682003
00001-20623,139955525
00001-20624,139673780
00001-20625,139673747
00001-20643,139853118
00001-20644,139853180
00001-20645,139853188
00001-20646,139953488
00001-20647,139953552
00001-20648,139890265
00001-20649,139890364
00001-20651,139945805
00001-20652,140354992
00001-20654,139946766
00001-20655,139952361
00001-20656,139952499
00001-20660,139952825
00001-20661,139953271
00001-20665,139671634
00001-20666,139671659
00001-20667,139671702
00001-20668,138879254
00001-20669,138879631
00001-20670,138880157
00001-20671,138880679
00001-20673,139680333
00001-20673,139960960
00001-20679,140917280
00001-20717,140959456
00001-20718,140959475
00001-20756,139680323
00001-20757,138880759
00001-20758,138950271
00001-20768,139674349
00001-20769,138881496
00001-20787,140445721
00001-20787,140445768
00001-20807,138680232
00001-20808,138680340
00001-20809,138680353
00001-20810,140354766
00001-20812,138684403
00001-20813,138684423
00001-20814,138692245
00001-20815,138701425
00001-20816,138692208
00001-20817,138692222
00001-20820,138712145
00001-20821,138712169
00001-20822,140354692
00001-20828,140354812
00001-20840,139954546
00001-20841,140423467
00001-20842,140423488
00001-20843,139954633
00001-20844,140423505
00001-20845,140445823
00001-20847,138712575
00001-20848,138712501
00001-20871,140422955
00001-20872,140354799
00001-20873,140354893
00001-20874,140420435
00001-20875,140422993
00001-20876,140355019
00001-20877,140419823
00001-20877,140420113
00001-20878,140419865
00001-20878,140420119
00001-20879,140420248
00001-20880,140420496
00001-20881,140422868
00001-20882,140445351
00001-20882,140445455
00001-20883,140423217
00001-20884,140423408
00001-20889,139675855
00001-20890,140343996
